53,18,0,1,1,1,sea
52,19,0,1,1,1,NSW
53,19,0,1,1,1,sea
52,18,1,1,1,1,NSW
53,18,1,1,1,1,NSW
52,19,1,1,1,1,NSW
53,19,1,1,1,1,NSW
54,18,0,2,2,2,
52,16,2,1,1,1,sea
53,16,2,1,1,1,sea
52,17,2,1,1,1,NSW
53,17,2,1,1,1,NSW
52,16,3,1,1,1,NSW
53,16,3,1,1,1,NSW
52,17,3,1,1,1,NSW
53,17,3,1,1,1,NSW
54,16,2,1,1,1,sea
55,16,2,1,1,1,sea
54,17,2,1,1,1,sea
55,17,2,1,1,1,sea
54,16,3,1,1,1,sea
55,16,3,1,1,1,sea
54,17,3,1,1,1,NSW
55,17,3,1,1,1,sea
52,18,2,2,2,2,
54,18,2,1,1,1,NSW
55,18,2,1,1,1,sea
54,19,2,1,1,1,NSW
55,19,2,1,1,1,sea
54,18,3,1,1,1,NSW
55,18,3,1,1,1,NSW
54,19,3,1,1,1,NSW
55,19,3,1,1,1,NSW
56,16,0,4,4,4,
60,16,0,4,4,4,
0,20,0,4,4,4,
4,20,0,4,4,4,
8,20,0,2,2,2,
10,20,0,2,2,2,
8,22,0,2,2,2,
10,22,0,1,1,1,sea
11,22,0,1,1,1,sea
10,23,0,1,1,1,sea
11,23,0,1,1,1,sea
10,22,1,1,1,1,sea
11,22,1,1,1,1,sea
10,23,1,1,1,1,sea
11,23,1,1,1,1,WA
8,20,2,2,2,2,
10,20,2,1,1,1,sea
11,20,2,1,1,1,sea
10,21,2,1,1,1,sea
11,21,2,1,1,1,WA
10,20,3,1,1,1,sea
11,20,3,1,1,1,WA
10,21,3,1,1,1,WA
11,21,3,1,1,1,WA
8,22,2,1,1,1,sea
9,22,2,1,1,1,sea
8,23,2,1,1,1,sea
9,23,2,1,1,1,sea
8,22,3,1,1,1,sea
9,22,3,1,1,1,sea
8,23,3,1,1,1,sea
9,23,3,1,1,1,WA
10,22,2,1,1,1,sea
11,22,2,1,1,1,WA
10,23,2,1,1,1,WA
11,23,2,1,1,1,WA
10,22,3,1,1,1,WA
11,22,3,1,1,1,WA
10,23,3,1,1,1,WA
11,23,3,1,1,1,WA
12,20,0,2,2,2,
14,20,0,2,2,2,
12,22,0,1,1,1,sea
13,22,0,1,1,1,sea
12,23,0,1,1,1,WA
13,23,0,1,1,1,sea
12,22,1,1,1,1,WA
13,22,1,1,1,1,sea
12,23,1,1,1,1,WA
13,23,1,1,1,1,WA
14,22,0,2,2,2,
12,20,2,1,1,1,sea
13,20,2,1,1,1,sea
12,21,2,1,1,1,WA
13,21,2,1,1,1,sea
12,20,3,1,1,1,WA
13,20,3,1,1,1,sea
12,21,3,1,1,1,WA
13,21,3,1,1,1,WA
14,20,2,2,2,2,
12,22,2,2,2,2,
14,22,2,1,1,1,sea
15,22,2,1,1,1,sea
14,23,2,1,1,1,WA
15,23,2,1,1,1,WA
14,22,3,1,1,1,WA
15,22,3,1,1,1,WA
14,23,3,1,1,1,WA
15,23,3,1,1,1,WA
16,20,0,2,2,2,
18,20,0,2,2,2,
16,22,0,2,2,2,
18,22,0,2,2,2,
16,20,2,2,2,2,
18,20,2,2,2,2,
16,22,2,1,1,1,sea
17,22,2,1,1,1,sea
16,23,2,1,1,1,WA
17,23,2,1,1,1,WA
16,22,3,1,1,1,WA
17,22,3,1,1,1,WA
16,23,3,1,1,1,WA
17,23,3,1,1,1,WA
18,22,2,1,1,1,sea
19,22,2,1,1,1,sea
18,23,2,1,1,1,sea
19,23,2,1,1,1,sea
18,22,3,1,1,1,sea
19,22,3,1,1,1,sea
18,23,3,1,1,1,WA
19,23,3,1,1,1,sea
20,20,0,4,4,4,
24,20,0,4,4,4,
28,20,0,4,4,4,
32,20,0,4,4,4,
36,20,0,2,2,2,
38,20,0,2,2,2,
36,22,0,2,2,2,
38,22,0,2,2,2,
36,20,2,2,2,2,
38,20,2,2,2,2,
36,22,2,1,1,1,sea
37,22,2,1,1,1,sea
36,23,2,1,1,1,sea
37,23,2,1,1,1,sea
36,22,3,1,1,1,sea
37,22,3,1,1,1,sea
36,23,3,1,1,1,SA
37,23,3,1,1,1,sea
38,22,2,2,2,2,
40,20,0,2,2,2,
42,20,0,2,2,2,
40,22,0,2,2,2,
42,22,0,2,2,2,
40,20,2,2,2,2,
42,20,2,2,2,2,
40,22,2,2,2,2,
42,22,2,1,1,1,sea
43,22,2,1,1,1,sea
42,23,2,1,1,1,sea
43,23,2,1,1,1,SA
42,22,3,1,1,1,sea
43,22,3,1,1,1,SA
42,23,3,1,1,1,SA
43,23,3,1,1,1,SA
44,20,0,2,2,2,
46,20,0,1,1,1,sea
47,20,0,1,1,1,NSW
46,21,0,1,1,1,sea
47,21,0,1,1,1,NSW
46,20,1,1,1,1,NSW
47,20,1,1,1,1,NSW
46,21,1,1,1,1,NSW
47,21,1,1,1,1,NSW
44,22,0,1,1,1,sea
45,22,0,1,1,1,sea
44,23,0,1,1,1,sea
45,23,0,1,1,1,NSW
44,22,1,1,1,1,sea
45,22,1,1,1,1,NSW
44,23,1,1,1,1,NSW
45,23,1,1,1,1,NSW
46,22,0,2,2,2,
44,20,2,1,1,1,sea
45,20,2,1,1,1,NSW
44,21,2,1,1,1,sea
45,21,2,1,1,1,NSW
44,20,3,1,1,1,NSW
45,20,3,1,1,1,NSW
44,21,3,1,1,1,NSW
45,21,3,1,1,1,NSW
46,20,2,2,2,2,
44,22,2,2,2,2,
46,22,2,2,2,2,
48,20,0,4,4,4,
52,20,0,2,2,2,
54,20,0,1,1,1,sea
55,20,0,1,1,1,sea
54,21,0,1,1,1,sea
55,21,0,1,1,1,sea
54,20,1,1,1,1,NSW
55,20,1,1,1,1,sea
54,21,1,1,1,1,NSW
55,21,1,1,1,1,sea
52,22,0,2,2,2,
54,22,0,1,1,1,NSW
55,22,0,1,1,1,sea
54,23,0,1,1,1,NSW
55,23,0,1,1,1,NSW
54,22,1,1,1,1,NSW
55,22,1,1,1,1,NSW
54,23,1,1,1,1,NSW
55,23,1,1,1,1,NSW
52,20,2,2,2,2,
54,20,2,2,2,2,
52,22,2,2,2,2,
54,22,2,2,2,2,
56,20,0,2,2,2,
58,20,0,2,2,2,
56,22,0,1,1,1,sea
57,22,0,1,1,1,sea
56,23,0,1,1,1,sea
57,23,0,1,1,1,sea
56,22,1,1,1,1,sea
57,22,1,1,1,1,sea
56,23,1,1,1,1,NSW
57,23,1,1,1,1,sea
58,22,0,2,2,2,
56,20,2,1,1,1,sea
57,20,2,1,1,1,sea
56,21,2,1,1,1,sea
57,21,2,1,1,1,sea
56,20,3,1,1,1,NSW
57,20,3,1,1,1,sea
56,21,3,1,1,1,NSW
57,21,3,1,1,1,sea
58,20,2,2,2,2,
56,22,2,1,1,1,NSW
57,22,2,1,1,1,sea
56,23,2,1,1,1,NSW
57,23,2,1,1,1,NSW
56,22,3,1,1,1,NSW
57,22,3,1,1,1,NSW
56,23,3,1,1,1,NSW
57,23,3,1,1,1,NSW
58,22,2,1,1,1,sea
59,22,2,1,1,1,sea
58,23,2,1,1,1,sea
59,23,2,1,1,1,sea
58,22,3,1,1,1,sea
59,22,3,1,1,1,sea
58,23,3,1,1,1,NSW
59,23,3,1,1,1,sea
60,20,0,4,4,4,
0,24,0,4,4,4,
4,24,0,2,2,2,
6,24,0,2,2,2,
4,26,0,2,2,2,
6,26,0,2,2,2,
4,24,2,2,2,2,
6,24,2,2,2,2,
4,26,2,2,2,2,
6,26,2,1,1,1,sea
7,26,2,1,1,1,sea
6,27,2,1,1,1,sea
7,27,2,1,1,1,sea
6,26,3,1,1,1,sea
7,26,3,1,1,1,sea
6,27,3,1,1,1,sea
7,27,3,1,1,1,WA
8,24,0,2,2,2,
10,24,0,1,1,1,sea
11,24,0,1,1,1,sea
10,25,0,1,1,1,sea
11,25,0,1,1,1,WA
10,24,1,1,1,1,sea
11,24,1,1,1,1,WA
10,25,1,1,1,1,WA
11,25,1,1,1,1,WA
8,26,0,1,1,1,sea
9,26,0,1,1,1,sea
8,27,0,1,1,1,sea
9,27,0,1,1,1,sea
8,26,1,1,1,1,sea
9,26,1,1,1,1,sea
8,27,1,1,1,1,sea
9,27,1,1,1,1,WA
10,26,0,1,1,1,sea
11,26,0,1,1,1,WA
10,27,0,1,1,1,WA
11,27,0,1,1,1,WA
10,26,1,1,1,1,WA
11,26,1,1,1,1,WA
10,27,1,1,1,1,WA
11,27,1,1,1,1,WA
8,24,2,1,1,1,sea
9,24,2,1,1,1,sea
8,25,2,1,1,1,sea
9,25,2,1,1,1,WA
8,24,3,1,1,1,sea
9,24,3,1,1,1,WA
8,25,3,1,1,1,WA
9,25,3,1,1,1,WA
10,24,2,2,2,2,
8,26,2,1,1,1,sea
9,26,2,1,1,1,WA
8,27,2,1,1,1,WA
9,27,2,1,1,1,WA
8,26,3,1,1,1,WA
9,26,3,1,1,1,WA
8,27,3,1,1,1,WA
9,27,3,1,1,1,WA
10,26,2,2,2,2,
12,24,0,2,2,2,
14,24,0,1,1,1,sea
15,24,0,1,1,1,sea
14,25,0,1,1,1,WA
15,25,0,1,1,1,WA
14,24,1,1,1,1,WA
15,24,1,1,1,1,WA
14,25,1,1,1,1,WA
15,25,1,1,1,1,WA
12,26,0,2,2,2,
14,26,0,2,2,2,
12,24,2,2,2,2,
14,24,2,2,2,2,
12,26,2,2,2,2,
14,26,2,2,2,2,
16,24,0,1,1,1,sea
17,24,0,1,1,1,sea
16,25,0,1,1,1,WA
17,25,0,1,1,1,WA
16,24,1,1,1,1,WA
17,24,1,1,1,1,WA
16,25,1,1,1,1,WA
17,25,1,1,1,1,WA
18,24,0,1,1,1,sea
19,24,0,1,1,1,sea
18,25,0,1,1,1,sea
19,25,0,1,1,1,sea
18,24,1,1,1,1,sea
19,24,1,1,1,1,sea
18,25,1,1,1,1,WA
19,25,1,1,1,1,sea
16,26,0,2,2,2,
18,26,0,1,1,1,WA
19,26,0,1,1,1,sea
18,27,0,1,1,1,WA
19,27,0,1,1,1,WA
18,26,1,1,1,1,WA
19,26,1,1,1,1,WA
18,27,1,1,1,1,WA
19,27,1,1,1,1,WA
16,24,2,2,2,2,
18,24,2,1,1,1,WA
19,24,2,1,1,1,sea
18,25,2,1,1,1,WA
19,25,2,1,1,1,WA
18,24,3,1,1,1,WA
19,24,3,1,1,1,WA
18,25,3,1,1,1,WA
19,25,3,1,1,1,WA
16,26,2,2,2,2,
18,26,2,2,2,2,
20,24,0,2,2,2,
22,24,0,2,2,2,
20,26,0,1,1,1,sea
21,26,0,1,1,1,sea
20,27,0,1,1,1,WA
21,27,0,1,1,1,sea
20,26,1,1,1,1,WA
21,26,1,1,1,1,sea
20,27,1,1,1,1,WA
21,27,1,1,1,1,WA
22,26,0,1,1,1,sea
23,26,0,1,1,1,sea
22,27,0,1,1,1,sea
23,27,0,1,1,1,sea
22,26,1,1,1,1,sea
23,26,1,1,1,1,sea
22,27,1,1,1,1,WA
23,27,1,1,1,1,sea
20,24,2,1,1,1,sea
21,24,2,1,1,1,sea
20,25,2,1,1,1,WA
21,25,2,1,1,1,sea
20,24,3,1,1,1,WA
21,24,3,1,1,1,sea
20,25,3,1,1,1,WA
21,25,3,1,1,1,WA
22,24,2,1,1,1,sea
23,24,2,1,1,1,sea
22,25,2,1,1,1,sea
23,25,2,1,1,1,sea
22,24,3,1,1,1,sea
23,24,3,1,1,1,sea
22,25,3,1,1,1,WA
23,25,3,1,1,1,sea
20,26,2,2,2,2,
22,26,2,1,1,1,WA
23,26,2,1,1,1,sea
22,27,2,1,1,1,WA
23,27,2,1,1,1,WA
22,26,3,1,1,1,WA
23,26,3,1,1,1,WA
22,27,3,1,1,1,WA
23,27,3,1,1,1,WA
24,24,0,2,2,2,
26,24,0,2,2,2,
24,26,0,2,2,2,
26,26,0,2,2,2,
24,24,2,2,2,2,
26,24,2,2,2,2,
24,26,2,1,1,1,sea
25,26,2,1,1,1,sea
24,27,2,1,1,1,sea
25,27,2,1,1,1,sea
24,26,3,1,1,1,sea
25,26,3,1,1,1,sea
24,27,3,1,1,1,WA
25,27,3,1,1,1,SA
26,26,2,1,1,1,sea
27,26,2,1,1,1,sea
26,27,2,1,1,1,sea
27,27,2,1,1,1,sea
26,26,3,1,1,1,sea
27,26,3,1,1,1,sea
26,27,3,1,1,1,SA
27,27,3,1,1,1,SA
28,24,0,2,2,2,
30,24,0,2,2,2,
28,26,0,2,2,2,
30,26,0,2,2,2,
28,24,2,2,2,2,
30,24,2,2,2,2,
28,26,2,1,1,1,sea
29,26,2,1,1,1,sea
28,27,2,1,1,1,sea
29,27,2,1,1,1,sea
28,26,3,1,1,1,sea
29,26,3,1,1,1,sea
28,27,3,1,1,1,SA
29,27,3,1,1,1,SA
30,26,2,1,1,1,sea
31,26,2,1,1,1,sea
30,27,2,1,1,1,sea
31,27,2,1,1,1,sea
30,26,3,1,1,1,sea
31,26,3,1,1,1,sea
30,27,3,1,1,1,SA
31,27,3,1,1,1,SA
32,24,0,2,2,2,
34,24,0,2,2,2,
32,26,0,2,2,2,
34,26,0,1,1,1,sea
35,26,0,1,1,1,sea
34,27,0,1,1,1,sea
35,27,0,1,1,1,SA
34,26,1,1,1,1,sea
35,26,1,1,1,1,SA
34,27,1,1,1,1,SA
35,27,1,1,1,1,SA
32,24,2,2,2,2,
34,24,2,1,1,1,sea
35,24,2,1,1,1,sea
34,25,2,1,1,1,sea
35,25,2,1,1,1,SA
34,24,3,1,1,1,sea
35,24,3,1,1,1,SA
34,25,3,1,1,1,SA
35,25,3,1,1,1,SA
32,26,2,1,1,1,sea
33,26,2,1,1,1,sea
32,27,2,1,1,1,sea
33,27,2,1,1,1,SA
32,26,3,1,1,1,sea
33,26,3,1,1,1,SA
32,27,3,1,1,1,SA
33,27,3,1,1,1,SA
34,26,2,2,2,2,
36,24,0,1,1,1,sea
37,24,0,1,1,1,sea
36,25,0,1,1,1,sea
37,25,0,1,1,1,sea
36,24,1,1,1,1,sea
37,24,1,1,1,1,sea
36,25,1,1,1,1,SA
37,25,1,1,1,1,sea
38,24,0,2,2,2,
36,26,0,1,1,1,SA
37,26,0,1,1,1,sea
36,27,0,1,1,1,SA
37,27,0,1,1,1,SA
36,26,1,1,1,1,SA
37,26,1,1,1,1,SA
36,27,1,1,1,1,SA
37,27,1,1,1,1,SA
38,26,0,1,1,1,sea
39,26,0,1,1,1,sea
38,27,0,1,1,1,sea
39,27,0,1,1,1,sea
38,26,1,1,1,1,sea
39,26,1,1,1,1,sea
38,27,1,1,1,1,SA
39,27,1,1,1,1,sea
36,24,2,1,1,1,SA
37,24,2,1,1,1,sea
36,25,2,1,1,1,SA
37,25,2,1,1,1,SA
36,24,3,1,1,1,SA
37,24,3,1,1,1,SA
36,25,3,1,1,1,SA
37,25,3,1,1,1,SA
38,24,2,1,1,1,sea
39,24,2,1,1,1,sea
38,25,2,1,1,1,sea
39,25,2,1,1,1,sea
38,24,3,1,1,1,sea
39,24,3,1,1,1,sea
38,25,3,1,1,1,SA
39,25,3,1,1,1,sea
36,26,2,2,2,2,
38,26,2,1,1,1,SA
39,26,2,1,1,1,sea
38,27,2,1,1,1,SA
39,27,2,1,1,1,SA
38,26,3,1,1,1,SA
39,26,3,1,1,1,SA
38,27,3,1,1,1,SA
39,27,3,1,1,1,SA
40,24,0,2,2,2,
42,24,0,1,1,1,sea
43,24,0,1,1,1,sea
42,25,0,1,1,1,sea
43,25,0,1,1,1,SA
42,24,1,1,1,1,sea
43,24,1,1,1,1,SA
42,25,1,1,1,1,SA
43,25,1,1,1,1,SA
40,26,0,1,1,1,sea
41,26,0,1,1,1,sea
40,27,0,1,1,1,sea
41,27,0,1,1,1,SA
40,26,1,1,1,1,sea
41,26,1,1,1,1,SA
40,27,1,1,1,1,SA
41,27,1,1,1,1,SA
42,26,0,2,2,2,
40,24,2,1,1,1,sea
41,24,2,1,1,1,sea
40,25,2,1,1,1,sea
41,25,2,1,1,1,SA
40,24,3,1,1,1,sea
41,24,3,1,1,1,SA
40,25,3,1,1,1,SA
41,25,3,1,1,1,SA
42,24,2,2,2,2,
40,26,2,2,2,2,
42,26,2,2,2,2,
44,24,0,4,4,4,
48,24,0,4,4,4,
52,24,0,4,4,4,
56,24,0,1,1,1,sea
57,24,0,1,1,1,sea
56,25,0,1,1,1,sea
57,25,0,1,1,1,sea
56,24,1,1,1,1,NSW
57,24,1,1,1,1,sea
56,25,1,1,1,1,NSW
57,25,1,1,1,1,sea
58,24,0,2,2,2,
56,26,0,1,1,1,sea
57,26,0,1,1,1,sea
56,27,0,1,1,1,sea
57,27,0,1,1,1,sea
56,26,1,1,1,1,NSW
57,26,1,1,1,1,sea
56,27,1,1,1,1,NSW
57,27,1,1,1,1,sea
58,26,0,2,2,2,
56,24,2,2,2,2,
58,24,2,1,1,1,sea
59,24,2,1,1,1,sea
58,25,2,1,1,1,sea
59,25,2,1,1,1,sea
58,24,3,1,1,1,NSW
59,24,3,1,1,1,sea
58,25,3,1,1,1,NSW
59,25,3,1,1,1,sea
56,26,2,2,2,2,
58,26,2,1,1,1,sea
59,26,2,1,1,1,sea
58,27,2,1,1,1,sea
59,27,2,1,1,1,sea
58,26,3,1,1,1,NSW
59,26,3,1,1,1,sea
58,27,3,1,1,1,NSW
59,27,3,1,1,1,sea
60,24,0,4,4,4,
0,28,0,4,4,4,
4,28,0,2,2,2,
6,28,0,2,2,2,
4,30,0,2,2,2,
6,30,0,2,2,2,
4,28,2,2,2,2,
6,28,2,1,1,1,sea
7,28,2,1,1,1,WA
6,29,2,1,1,1,sea
7,29,2,1,1,1,sea
6,28,3,1,1,1,WA
7,28,3,1,1,1,WA
6,29,3,1,1,1,sea
7,29,3,1,1,1,WA
4,30,2,2,2,2,
6,30,2,1,1,1,sea
7,30,2,1,1,1,sea
6,31,2,1,1,1,sea
7,31,2,1,1,1,WA
6,30,3,1,1,1,sea
7,30,3,1,1,1,WA
6,31,3,1,1,1,WA
7,31,3,1,1,1,WA
8,28,0,1,1,1,sea
9,28,0,1,1,1,WA
8,29,0,1,1,1,sea
9,29,0,1,1,1,sea
8,28,1,1,1,1,WA
9,28,1,1,1,1,WA
8,29,1,1,1,1,sea
9,29,1,1,1,1,WA
10,28,0,2,2,2,
8,30,0,1,1,1,sea
9,30,0,1,1,1,sea
8,31,0,1,1,1,sea
9,31,0,1,1,1,WA
8,30,1,1,1,1,sea
9,30,1,1,1,1,WA
8,31,1,1,1,1,WA
9,31,1,1,1,1,WA
10,30,0,2,2,2,
8,28,2,2,2,2,
10,28,2,2,2,2,
8,30,2,2,2,2,
10,30,2,2,2,2,
12,28,0,4,4,4,
16,28,0,4,4,4,
20,28,0,2,2,2,
22,28,0,1,1,1,WA
23,28,0,1,1,1,sea
22,29,0,1,1,1,WA
23,29,0,1,1,1,WA
22,28,1,1,1,1,WA
23,28,1,1,1,1,WA
22,29,1,1,1,1,WA
23,29,1,1,1,1,WA
20,30,0,2,2,2,
22,30,0,2,2,2,
20,28,2,2,2,2,
22,28,2,2,2,2,
20,30,2,2,2,2,
22,30,2,2,2,2,
24,28,0,1,1,1,sea
25,28,0,1,1,1,sea
24,29,0,1,1,1,sea
25,29,0,1,1,1,sea
24,28,1,1,1,1,sea
25,28,1,1,1,1,sea
24,29,1,1,1,1,WA
25,29,1,1,1,1,SA
26,28,0,1,1,1,sea
27,28,0,1,1,1,sea
26,29,0,1,1,1,sea
27,29,0,1,1,1,sea
26,28,1,1,1,1,sea
27,28,1,1,1,1,sea
26,29,1,1,1,1,SA
27,29,1,1,1,1,SA
24,30,0,1,1,1,WA
25,30,0,1,1,1,SA
24,31,0,1,1,1,WA
25,31,0,1,1,1,SA
24,30,1,1,1,1,WA
25,30,1,1,1,1,SA
24,31,1,1,1,1,WA
25,31,1,1,1,1,SA
26,30,0,2,2,2,
24,28,2,1,1,1,WA
25,28,2,1,1,1,SA
24,29,2,1,1,1,WA
25,29,2,1,1,1,SA
24,28,3,1,1,1,WA
25,28,3,1,1,1,SA
24,29,3,1,1,1,WA
25,29,3,1,1,1,SA
26,28,2,2,2,2,
24,30,2,1,1,1,WA
25,30,2,1,1,1,SA
24,31,2,1,1,1,WA
25,31,2,1,1,1,SA
24,30,3,1,1,1,WA
25,30,3,1,1,1,SA
24,31,3,1,1,1,WA
25,31,3,1,1,1,SA
26,30,2,2,2,2,
28,28,0,1,1,1,sea
29,28,0,1,1,1,sea
28,29,0,1,1,1,sea
29,29,0,1,1,1,sea
28,28,1,1,1,1,sea
29,28,1,1,1,1,sea
28,29,1,1,1,1,SA
29,29,1,1,1,1,SA
30,28,0,1,1,1,sea
31,28,0,1,1,1,sea
30,29,0,1,1,1,sea
31,29,0,1,1,1,sea
30,28,1,1,1,1,sea
31,28,1,1,1,1,sea
30,29,1,1,1,1,SA
31,29,1,1,1,1,SA
28,30,0,2,2,2,
30,30,0,2,2,2,
28,28,2,2,2,2,
30,28,2,2,2,2,
28,30,2,2,2,2,
30,30,2,2,2,2,
32,28,0,1,1,1,sea
33,28,0,1,1,1,sea
32,29,0,1,1,1,sea
33,29,0,1,1,1,SA
32,28,1,1,1,1,sea
33,28,1,1,1,1,SA
32,29,1,1,1,1,SA
33,29,1,1,1,1,SA
34,28,0,2,2,2,
32,30,0,2,2,2,
34,30,0,2,2,2,
32,28,2,2,2,2,
34,28,2,2,2,2,
